"PIN","age","sex","sexOrient","sexOrientText","gender","genderText","relStat","relStatText","raceAAPI","raceBlack","raceLatinx","raceNAAI","raceMENA","raceWhite","raceNA","religion","politics","international","poliDQVC","poliDQMC","poliDQSC","poliDQCent","poliDQSL","poliDQML","poliDQVL","ageDQ18","ageDQ19","ageDQ20","ageDQ21","ageDQ22","ageDQ23_25","ageDQ26plus","raceDQAAPI","raceDQBlack","raceDQLatinx","raceDQNAAI","raceDQMENA","raceDQWhite","religionDQ1","religionDQ2","religionDQ3","religionDQ4","religionDQ5","religionDQ6","religionDQ7","religionDQ8","religionDQ9","religionDQ10","religionDQ11","internationalDQDom","internationalDQInt","idealAffectionComp","idealAmbitionComp","idealArtisticComp","idealDispositionComp","idealFamilyComp","idealHealthComp","idealHumorComp","idealIntelligentComp","idealKindComp","idealParentingComp","idealPhysattComp","idealReligiousComp","idealResourcesComp","idealSexyComp","idealStatusComp","selfAffectionateComp","selfAmbitionComp","selfArtisticComp","selfDispositionComp","selfFamilyComp","selfHealthComp","selfHumorComp","selfIntelligentComp","selfKindComp","selfParentingComp","selfPhysattComp","selfReligiousComp","selfResourcesComp","selfSexyComp","selfStatusComp","quarter"
"f24318232",21,1,3,NA,1,"",1,"",NA,NA,NA,NA,NA,1,NA,1,4,0,NA,1,1,1,1,1,NA,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,5,6,4.5,4.5,4,5,5,6,5,5,5.5,6,5,5,5,4.5,8,4,4.5,8,6,6.5,7,5.5,5.5,5.5,7,8,4.5,5,"fall"
"f24716973",19,1,3,NA,1,"",1,"",NA,NA,NA,NA,NA,1,NA,5,5,0,NA,NA,1,1,1,1,NA,1,1,1,1,1,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,1,1,1,6.5,7.5,5,7.5,6,8,6.5,7,7,5.5,8.5,2,7,7.5,7,7.5,7.5,6,8,7.5,8,6.5,7.5,6.5,7,8,2.5,6,6.5,6,"fall"
"f2430128",18,1,3,NA,1,"",1,"",NA,NA,NA,NA,NA,1,NA,2,2,0,NA,1,1,1,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,7.5,6,4.5,5.5,8,7.5,6.5,5,5,8,7.5,8,5,6,5,7,7.5,3,6,7,8,4.5,7,3.5,4.5,7.5,7.5,8.5,6,4.5,"fall"
"f243472",19,1,3,NA,1,"",1,"",NA,NA,NA,NA,NA,1,NA,2,4,0,NA,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,7,6.5,6,5.5,5,6,7,6,6.5,7.5,8.5,5,6.5,7.5,7,5.5,6.5,6,4,3,5,6,7,7,5,5.5,3.5,5.5,7,6,"fall"
"f2412474",18,1,3,NA,1,"",1,"",NA,NA,1,NA,NA,NA,NA,2,4,0,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,7,6,4,6,5.5,7.5,6.5,6,7,5.5,8,7,5,5.5,5,7.5,7.5,2,8,8,8.5,7.5,6.5,8.5,6.5,8,8,6,5.5,7.5,"fall"
"f24173430",20,1,3,NA,1,"",1,"",NA,NA,NA,NA,NA,1,NA,10,7,0,NA,NA,NA,NA,NA,1,1,NA,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.5,5,5,8,7.5,7,7,8,6,5,10,0,7,7.5,7,6,5,3.5,7.5,8.5,5.5,6,8,5.5,5.5,6,0,6,6,7,"fall"
"f24595538",19,1,3,NA,1,"",1,"",1,NA,NA,NA,NA,NA,NA,10,6,0,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,5,9,6.5,6.5,5.5,6,6,5,6.5,5.5,5,3.5,6,4.5,5,3,7.5,6,7,6,4.5,5.5,6,7,3.5,4.5,0,5.5,3,5,"fall"
"f24414055",18,0,1,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,11,6,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,1,NA,7.5,7,6,7.5,5,6,7.5,7.5,7.5,5.5,6.5,1.5,6.5,5,6,7.5,6,7,7,6,6.5,8,7.5,7.5,5.5,6,0,6,5,5.5,"fall"
"f24268077",18,1,3,NA,1,"",1,"",1,NA,NA,NA,NA,1,NA,11,5,0,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,5,7,5.5,7,6,6,5,6,6,5,6.5,5,5,5,6,4.5,6,6,4.5,6,6,4,5,5,5,5,0,5,4.5,5,"fall"
"f24807321",21,1,3,NA,1,"",1,"",1,NA,NA,NA,NA,NA,NA,10,3,0,NA,NA,1,1,1,NA,NA,NA,1,1,1,1,NA,NA,1,NA,1,NA,1,1,1,1,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,4,5,3.5,5.5,6,5,5,5,5.5,5,5.5,4,5,4.5,5,6,6.5,2.5,5.5,5.5,5,5.5,5,6.5,5,3.5,1,5.5,4,4,"fall"
"f24302259",20,0,3,NA,0,"",1,"",1,NA,NA,NA,NA,NA,NA,10,5,0,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,1,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,8,10,8.5,9,9.5,9,10,10,9.5,8.5,10,0.5,10,8.5,10,6.5,9.5,7,6.5,8,8,5.5,8,7,5,9,1,7,6,9.5,"fall"
"f24946350",19,0,1,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,5,6,0,NA,NA,NA,NA,1,1,1,NA,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,5,8.5,5.5,6,5,5,6.5,7,7,7,6.5,6,7.5,5.5,6,5,8.5,5.5,6,4,5,6.5,6.5,6.5,7,6,6,5.5,5,5.5,"fall"
"f2474929",18,0,3,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,11,6,0,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,8,8,5,8,5.5,9,8.5,7,9,7.5,7,4,8.5,7.5,9,8,7.5,4.5,8,10,9,8,7,8.5,4.5,7,1,8,6.5,7.5,"fall"
"f24708225",18,0,3,NA,0,"",1,"",NA,1,NA,NA,NA,1,NA,11,6,0,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,1,1,1,6.5,7.5,5,7,8,9,8,6,8.5,5,7,4,6,6.5,7,6.5,7,5,6,7.5,6,6.5,6,6,5,7,2,6.5,5,6,"fall"
"f2494187",19,0,3,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,11,2,0,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,1,NA,1,1,1,NA,8,6,5,5,6.5,5.5,8,6,5.5,6,7,4,5.5,7,7,8.5,9,6,7.5,4,9,8.5,6.5,6.5,8,7,1,6,6.5,8.5,"fall"
"f24460552",18,0,3,NA,0,"",1,"",NA,NA,1,NA,NA,NA,NA,1,4,0,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,5,5,5.5,6.5,7.5,5.5,6.5,7,5,7,5,5.5,5,"fall"
"f24835374",20,0,1,NA,0,"",1,"",NA,NA,NA,NA,1,1,NA,12,6,0,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,3,7,2.5,7.5,7.5,7.5,9.5,7,7,6.5,7,1.5,7,6,6,3.5,7,2.5,7,8,7.5,9,6.5,7,6,5.5,1.5,7,6,6,"fall"
"f24154830",19,0,3,NA,0,"",1,"",1,NA,NA,NA,NA,NA,NA,2,6,0,NA,NA,NA,1,1,1,NA,NA,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6.5,8,6.5,5.5,6,5.5,7,7.5,7.5,8.5,8,5,9,6.5,6.5,6.5,8,5.5,6.5,5.5,5,6,6.5,7,7.5,6.5,4.5,7,5,6,"fall"
"f24253455",22,0,3,NA,0,"",1,"",1,NA,NA,NA,NA,NA,NA,12,6,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.5,5,5,5.5,5,5.5,5,5,5,5,5,5,"fall"
"f24798927",18,0,3,NA,0,"",1,"",1,NA,NA,NA,NA,NA,NA,10,4,0,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,1,1,NA,1,NA,1,NA,1,1,9,8,6.5,7,5,7.5,6.5,7.5,8,5,8,5,7.5,6.5,8,8.5,7.5,8,7.5,8,7.5,7,7,8,7,8,3,7,6.5,6.5,"fall"
"f24127231",17,0,3,NA,0,"",1,"",1,NA,NA,NA,NA,NA,NA,10,6,0,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,9,7.5,7.5,8,9,6.5,8.5,8.5,8.5,8.5,8,0.5,8.5,6.5,8,8.5,6.5,7.5,8,9.5,6.5,8,7.5,9,8,7.5,0,8,5,7,"fall"
"f24449149",21,1,3,NA,1,"",1,"",1,NA,NA,NA,NA,1,NA,12,5,0,NA,1,1,1,1,1,NA,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,6,7,5,7.5,5.5,7.5,6,6,9.5,7.5,7.5,5,5.5,5.5,5,5.5,7,7,7.5,6.5,7,6,6,6,5.5,6.5,5,7.5,6,5.5,"fall"
"f24513698",19,0,3,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,1,7,0,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,1,1,1,8.5,7.5,5,6.5,5,7.5,7.5,7.5,7.5,8,7,5.5,6.5,6.5,6,8.5,8,6,9,8.5,8.5,8,7.5,9,9.5,7.5,5,7.5,8,7.5,"fall"
"f24440834",23,1,3,NA,1,"",1,"",NA,NA,NA,NA,1,NA,NA,8,4,0,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,5.5,7.5,6,6,5.5,5.5,6.5,7,6,3.5,5,5.5,5,6,6,5,6,7.5,6.5,5.5,5.5,7.5,7,6,1,6,7,4,"fall"
"f24580618",19,1,3,NA,1,"",1,"",NA,NA,NA,1,NA,NA,NA,9,2,0,1,1,1,1,1,1,NA,NA,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5.5,5.5,7,7,5,8.5,4.5,4.5,5.5,6,4.5,5,6,5.5,7,7.5,5,6.5,7,5.5,7,7,7.5,7,5,4,8,5,7,"fall"
"f24443042",20,0,3,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,11,6,0,NA,NA,NA,1,1,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,1,1,6.5,7,5,7.5,5,7,7.5,7,5.5,6,7.5,1.5,6,6,6,5,6.5,5,8,3.5,6,6.5,6,9.5,8,7,0,6,5.5,5.5,"fall"
"f248330",19,0,1,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,10,7,0,NA,NA,NA,NA,NA,1,1,NA,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,1,1,1,1,1,1,6,7,6.5,6,6.5,6.5,7,7,7.5,6.5,6.5,3.5,6,6.5,6.5,6,6,7,4,7,4.5,7.5,5.5,6,6.5,3.5,1,4.5,4,4,"fall"
"f24592555",20,1,3,NA,1,"",1,"",1,1,1,1,1,1,NA,2,1,1,NA,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,10,10,10,10,10,10,10,10,8.5,10,10,10,8.5,10,9.5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"fall"
"f24764163",19,0,3,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,10,6,0,NA,NA,1,1,1,1,NA,NA,1,1,1,1,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,6.5,6,5,6.5,6,6,6,6,7,6,6,2,6,5,5.5,6.5,6,5,6,7,6,6,6,7,6,5,2,5.5,5,5.5,"fall"
"f24252257",19,0,1,NA,0,"",1,"",1,NA,NA,NA,NA,NA,NA,11,6,0,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,1,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,NA,8,8,6.5,7,7.5,6,7,8,7,6.5,6.5,2,8.5,7,7,7.5,7,3.5,4.5,9,6,7.5,8.5,7,6,7,1.5,8.5,6,6.5,"fall"
"f24582834",18,0,3,NA,0,"",1,"",1,NA,NA,NA,NA,1,NA,12,5,0,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,8,7,7,7,6.5,6.5,9,6.5,9,8.5,7.5,5,8,9,5.5,7.5,8.5,7.5,6.5,5.5,7,7,6.5,5,7,7.5,0,6.5,6.5,5.5,"fall"
"f2424415",19,0,3,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,11,6,0,NA,NA,1,1,1,1,NA,NA,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,1,1,NA,7,6.5,4,6.5,6,8.5,7.5,5.5,6,7,7.5,5,5.5,5.5,5.5,7,8,5,6,8.5,10,6.5,5,7.5,8.5,5,0.5,5.5,5,5,"fall"
"f24692131",18,0,3,NA,0,"",1,"",NA,NA,1,NA,NA,NA,NA,12,4,0,NA,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,9,10,8,8.5,9.5,8.5,8.5,8.5,10,8.5,7.5,5,8.5,9,9.5,9,10,4.5,9,10,8.5,9,8,9,9,6,4.5,8.5,9,8.5,"fall"
"f24296972",18,0,3,NA,0,"",1,"",1,NA,NA,NA,NA,1,NA,8,4,0,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,7,7,5,6.5,6,5,6.5,6,7.5,6.5,6.5,5,5.5,5.5,5.5,6.5,7,4.5,5.5,7,5.5,5,5,6,6.5,5.5,3.5,6.5,5,5,"fall"
"f24132956",18,0,3,NA,0,"",1,"",NA,NA,1,NA,NA,NA,NA,2,5,0,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"fall"
"f24929770",18,0,3,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,11,6,0,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,6,7.5,4,5.5,6,7,7.5,7.5,7,7,6.5,1,7.5,5.5,8,6,6,5,6.5,8.5,8,7.5,6,7.5,7,5,0,7,4,6,"fall"
"f24289922",18,0,3,NA,0,"",1,"",NA,NA,1,NA,NA,NA,NA,12,7,0,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,9,7.5,7.5,9,7.5,5.5,9.5,7,8.5,5.5,7.5,1.5,5,6.5,7.5,9.5,9,8,9,8,5.5,9.5,7,9.5,5.5,6.5,1,6.5,8,8,"fall"
"f24784704",18,0,3,NA,0,"",1,"",NA,NA,1,NA,NA,NA,NA,2,7,0,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6,7,5,7,5.5,9,7.5,5,7,6,6.5,5,5,5,5,5.5,7,6,8,5,9,8,5,8,7.5,5.5,5,5,5,5,"fall"
"f24812221",18,0,1,NA,0,"",1,"",NA,NA,1,NA,NA,NA,NA,11,6,0,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,8.5,8.5,7,8,5,6,8,7.5,8.5,5.5,6.5,1,7.5,7.5,6.5,8,8.5,8,9,3.5,7,8.5,7.5,9,7.5,5.5,1.5,6,8,7,"fall"
"f24666600",19,0,3,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,5,5,0,NA,NA,1,1,1,1,NA,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,6,8,6.5,8,8,6.5,7,7.5,8,9,7,5,7,6.5,7.5,4.5,6,5.5,8,10,5.5,6.5,6.5,7,5.5,5,5,6,6,5,"fall"
"f24225857",18,0,3,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,2,4,0,NA,1,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,5,8,4.5,5,5,8,6,8,6.5,6.5,7,5.5,8.5,6,5,4.5,6.5,5,6,7.5,8.5,7,5.5,7,8.5,6,5,5,4.5,5.5,"fall"
"f24868038",19,1,3,NA,1,"",1,"",1,NA,NA,NA,NA,NA,NA,12,4,0,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,1,NA,1,NA,NA,NA,1,NA,5,6.5,5,6.5,6,5,6,5,5.5,5,5,5,5,5,5,6.5,8,5,8,10,8,9,6,6,5.5,6,2.5,5,5,7,"fall"
"f24275476",20,0,3,NA,0,"",1,"",1,NA,NA,NA,NA,1,NA,1,5,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,1,NA,1,NA,1,NA,7,5.5,4,6.5,6,6.5,6.5,6.5,5.5,6,5.5,0,5.5,7,5.5,7,6,4.5,7,6.5,4.5,6.5,5.5,4.5,6,5,1,4.5,6,5.5,"fall"
"f2476343",19,0,3,NA,0,"",1,"",NA,1,NA,NA,NA,NA,NA,11,7,0,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,7,9,5,7,8,6,6,6.5,7.5,6,6.5,1,7,7.5,6.5,6,9.5,4.5,7.5,4.5,5,9,6,9.5,6,7,0,5,6.5,5,"fall"
"f24602929",21,0,3,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,12,6,0,NA,NA,1,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.5,6,5,6.5,6.5,6,7,6,7,6,5.5,5,5,5.5,6,6,6,6,7.5,7,7.5,7,7.5,8,7,6,4,6.5,5.5,7,"fall"
"f24806474",19,0,3,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,10,7,0,NA,NA,NA,NA,NA,1,1,NA,1,1,1,1,1,NA,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,1,1,1,6,5,4.5,5.5,3,5.5,6.5,6,6.5,8.5,5,0,4.5,6.5,4.5,6,5,4.5,5.5,9.5,5.5,6,6,7,8,6,0,5.5,7.5,5,"fall"
"f2476022",21,0,1,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,11,6,0,NA,NA,1,1,1,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,6,7.5,6,7.5,5,7.5,8,9,8,7,5.5,5,5,7,6.5,5.5,7.5,5,7.5,8,7.5,7,7,8,6.5,5.5,3.5,6.5,6.5,6.5,"fall"
"f24766603",20,0,3,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,10,6,0,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.5,8,7,7.5,5,7.5,8.5,8,7.5,6.5,7,0,8,6,7,5,6,5,5,4,5,5.5,5,5.5,3,5,0,4,5,5,"fall"
"f24390696",20,0,3,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,10,7,0,NA,NA,1,1,1,1,1,NA,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,3,7.5,6,5.5,9,7,7.5,7,5,1.5,6.5,6,5,6,7,1,7.5,6.5,3.5,7,6.5,8.5,8,5,0,5.5,5,4,"fall"
"f2424667",21,0,1,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,1,6,0,NA,NA,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,NA,6.5,5.5,7,8,7.5,6.5,6.5,7,7,7.5,5.5,7,5.5,4,6.5,6,4,8,8,8.5,6.5,5,7,7,7,5.5,7.5,5.5,3,7,"fall"
"f24581526",18,0,1,NA,0,"",2,"",NA,NA,1,NA,NA,1,NA,11,5,0,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,8,7.5,7,7.5,4.5,5.5,6.5,7,8,5,6,1,5.5,6,5.5,8.5,8.5,7,7.5,5.5,6,7,6.5,8.5,6.5,5.5,0,3.5,6.5,6,"fall"
"f24274060",19,0,3,NA,0,"",1,"",1,1,NA,NA,NA,1,NA,12,5,0,NA,NA,1,1,1,1,NA,NA,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,8.5,7,6,7,7,7,8,7.5,7,7,5.5,5,6,6,7,8.5,8,5.5,7,7.5,7,8,7,8,8,6,2.5,7.5,7.5,8,"fall"
"f24736838",20,1,1,NA,1,"",1,"",1,NA,NA,NA,NA,NA,NA,10,7,0,NA,NA,NA,NA,NA,1,1,NA,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,2.5,8,6.5,6,5,9,4.5,9.5,7.5,5,6.5,0,8,2.5,7,3.5,8,2.5,6.5,4,6.5,6,7.5,7,6.5,3.5,0,7,2.5,7,"fall"
"f24554874",20,0,3,NA,0,"",1,"",NA,1,NA,NA,NA,NA,NA,1,6,0,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,10,10,9,10,9,9,10,9,10,8.5,10,5.5,10,9.5,9,10,9.5,9,10,9.5,9,10,8,9.5,8,10,5,8,9.5,9,"fall"
"f24378516",21,0,3,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,1,6,0,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,8.5,8.5,6.5,8.5,7,8,7,8,9.5,9,8,5,7,6.5,10,7.5,6,7.5,7,10,6.5,8,7,7.5,8.5,8.5,7.5,6,7,7.5,"fall"
"f24675094",20,1,3,NA,1,"",1,"",NA,NA,NA,NA,NA,1,NA,11,6,0,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,7,7.5,6,7,5.5,7,7,5,6.5,6.5,5,4.5,5.5,5.5,4.5,8,7.5,6.5,7,7,7.5,7,5.5,6.5,6.5,5.5,2.5,6.5,5.5,5,"fall"
"f24459315",19,0,3,NA,0,"",1,"",NA,1,NA,NA,NA,NA,NA,12,7,0,NA,NA,NA,NA,NA,1,NA,1,1,1,1,NA,NA,NA,1,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7.5,6.5,6.5,7,5,5.5,5.5,5.5,7,6.5,6,5,6.5,6,6.5,7,6,5,6.5,7,4.5,7.5,5,6.5,6.5,5,5,5.5,5.5,6,"fall"
"f2435107",20,0,3,NA,0,"",1,"",1,NA,NA,NA,NA,NA,NA,10,5,0,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,1,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,9,10,8.5,9.5,10,9.5,10,10,9,9,10,0,10,9.5,10,8,10,7.5,7.5,9,8.5,7.5,9,7.5,6,9,0,10,7.5,10,"fall"
"f24968405",18,1,3,NA,1,"",1,"",1,NA,NA,NA,NA,NA,NA,12,3,0,1,1,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,5.5,6.5,5,7,6.5,6,6,7,6,5.5,5.5,5,6,5.5,5,5,6,4.5,7,7.5,5,6,5,6,6.5,5,4.5,7,5,6,"fall"
"f24331064",18,1,1,NA,1,"",1,"",NA,NA,1,NA,NA,NA,NA,2,4,0,NA,NA,1,1,1,NA,NA,1,1,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,7,7,7,6.5,5.5,7,7,7,7,1,6.5,3,8,7,7,6,6,5,6.5,7.5,5.5,8,7,8,4.5,5.5,6.5,6.5,6.5,5,"fall"
"f24101704",19,0,1,NA,0,"",1,"",1,NA,NA,NA,NA,NA,NA,12,4,1,NA,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,6,6.5,5.5,9,8.5,7.5,7.5,6.5,8.5,5,7,3.5,7,7,6.5,5.5,5.5,5,4,9,5.5,5.5,5.5,6.5,1.5,5,0,5,3.5,5,"fall"
