"PIN","sex","age","dq_ethnicity_1","dq_ethnicity_2","dq_ethnicity_3","dq_ethnicity_4","dq_ethnicity_5","dq_ethnicity_6","dq_religion1","dq_religion2","dq_religion3","dq_religion4","dq_religion5","dq_religion6","dq_religion7","dq_religion8","dq_religion9","dq_religion10","dq_religion11","dq_religion12","dq_politics1","dq_politics2","dq_politics3","dq_politics4","dq_politics5","dq_politics6","dq_politics7","dq_age18","dq_age19","dq_age20","dq_age21","dq_age22","dq_age23_25","dq_age26","self_race1","self_race2","self_race3","self_race4","self_race5","self_race6","self_race7","self_religion","self_politics","ideal_affectionate","ideal_ambition","ideal_artistic","ideal_disposition","ideal_family","ideal_health","ideal_humor","ideal_intelligent","ideal_kind","ideal_parenting","ideal_physatt","ideal_religious","ideal_resources","ideal_sexy","ideal_status","self_affectionate_comp","self_ambition_comp","self_artistic_comp","self_disposition_comp","self_family_comp","self_health_comp","self_humor_comp","self_intelligent_comp","self_kind_comp","self_parenting_comp","self_physatt_comp","self_religious_comp","self_resources_comp","self_sexy_comp","self_status_comp","mPIN"
38,1,25,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,7,3,10,7,9,8,9,8,8,9,9,10,9,10,9,7,8,8,9,8,9,7,8,8,8,7,8,8,8,8,9,8,440
70,1,25,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,13,4,4,5,3,1,3,5,3,4,5,4,4,4,4,6,3,4,5,4,5,2,6,5,7,6,5,6,2,6,6,3,447
205,1,24,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,7,7,7,7,7,8,4,6,7,7,7,5,3,7,9,7,6,6,8,7,7,7,8,8,8,5,6,2,7,9,7,373
181,1,19,NA,1,NA,NA,1,NA,NA,1,1,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,4,9,7,10,8,10,10,9,10,9,9,10,8,10,9,7,6,8,6,6,7,7,7,5,7,5,6,7,7,5,6,361
248,1,25,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,11,3,8,8,10,8,7,4,6,6,7,7,8,9,7,8,8,5,9,9,6,9,4,6,8,7,7,8,10,7,7,8,257
208,1,20,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,9,8,6,6,5,6,9,8,7,6,6,5,5,7,6,7,7,7,9,8,7,9,7,8,9,6,8,7,6,7,332
15,1,26,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,12,4,10,7,6,9,7,6,7,7,7,6,8,6,8,8,7,8,9,5,8,9,7,9,9,8,7,8,6,7,8,8,392
186,1,18,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,7,4,7,9,6,9,6,10,9,10,9,9,10,1,6,6,9,5,7,5,6,8,7,8,8,8,7,6,3,7,6,8,339
7,1,25,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,11,3,8,7,6,6,6,7,7,8,7,9,9,8,7,8,7,6,6,6,7,8,7,7,8,8,7,8,4,9,7,7,333
33,1,18,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,4,7,7,4,4,4,2,5,5,4,8,7,9,2,4,4,5,4,3,5,4,3,5,6,6,5,4,6,5,5,3,329
230,1,25,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,4,8,8,8,4,8,8,6,7,9,6,9,2,8,5,7,8,8,8,7,9,8,8,9,8,4,9,3,6,9,6,402
247,1,26,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,7,2,7,8,5,8,8,8,9,7,8,6,10,2,6,8,7,6,6,3,4,7,6,7,9,6,3,9,4,5,6,6,386
31,1,26,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,6,6,4,6,2,4,4,7,5,5,8,0,6,7,5,5,5,6,3,5,4,6,6,7,4,4,1,4,5,7,314
206,1,18,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,10,7,10,8,8,10,10,8,9,9,10,10,7,4,7,10,7,8,9,8,9,7,9,8,9,7,8,9,5,9,10,8,376
82,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,4,5,7,5,6,8,6,7,7,7,8,8,3,7,8,5,4,5,4,6,6,7,5,5,5,4,7,3,8,7,6,352
42,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,7,3,3,3,2,4,4,3,4,2,1,6,5,5,5,4,5,3,4,3,5,6,6,4,5,5,4,4,4,5,5,5,288
173,1,22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,13,4,8,7,8,7,6,8,7,7,8,6,7,1,7,8,9,6,6,5,4,5,4,5,8,7,5,6,1,3,9,4,268
155,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,12,3,7,6,8,8,6,6,6,7,3,5,7,5,7,7,7,6,6,5,7,5,8,5,5,6,6,6,5,4,8,6,400
201,1,23,NA,NA,NA,1,NA,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,7,6,7,5,5,4,6,5,8,8,7,5,7,6,5,3,7,6,5,4,6,4,5,9,6,7,7,7,8,8,6,6,434
8,1,21,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,4,8,7,6,8,6,6,7,7,5,7,8,9,8,4,6,9,6,4,7,7,8,7,3,6,7,4,10,4,6,7,452
249,1,26,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,11,6,7,5,4,6,3,4,7,7,5,6,4,7,7,7,4,9,5,5,6,4,6,6,6,7,7,4,8,6,8,5,444
128,1,23,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,3,8,7,8,8,6,4,5,7,7,6,8,5,7,9,6,9,10,9,8,8,6,6,8,9,8,7,5,8,10,7,363
172,1,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,3,6,9,7,9,9,8,10,8,10,6,8,6,6,8,8,7,9,9,8,6,7,8,9,9,10,8,7,8,7,10,378
159,1,26,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,4,8,6,6,6,9,7,8,8,8,6,8,6,8,6,8,7,6,5,6,5,6,7,7,6,5,7,6,3,7,5,488
176,1,19,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,9,6,3,3,2,1,4,3,4,5,0,1,1,6,2,1,3,4,2,1,3,2,6,4,4,1,3,5,5,3,2,6,313
213,1,23,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,6,6,8,7,9,6,7,8,6,6,6,7,5,7,6,9,9,8,10,10,9,10,8,9,7,8,7,6,10,9,271
231,1,18,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,6,3,4,7,5,6,6,4,5,5,5,5,7,6,6,7,7,4,7,5,8,6,4,6,7,4,6,8,6,5,5,273
50,1,25,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,4,9,8,5,8,10,8,6,8,9,9,7,2,7,10,7,6,9,8,7,8,9,7,10,8,8,8,1,9,8,8,489
30,1,20,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,5,6,4,5,5,2,7,4,6,4,4,7,1,5,6,5,6,7,6,6,4,5,5,6,7,7,7,3,6,5,5,369
11,1,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,9,6,6,9,7,7,6,6,4,7,6,6,6,1,6,6,4,6,8,4,7,8,5,6,8,6,8,4,0,7,7,6,291
92,1,23,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,13,4,6,8,6,8,6,7,9,6,8,7,6,6,8,10,7,4,8,5,5,5,6,5,7,7,5,6,6,6,7,6,457
9,1,26,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,12,2,7,6,7,8,10,8,9,6,5,8,6,10,7,9,9,7,8,9,8,10,8,8,6,7,9,8,10,7,10,7,356
135,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,10,3,8,5,4,5,6,4,2,5,5,4,7,4,5,4,5,7,7,4,5,7,4,7,6,7,6,6,5,5,8,7,417
37,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,12,3,9,6,5,9,9,6,9,9,6,8,6,6,6,9,8,10,8,5,8,6,6,7,6,8,7,6,8,5,6,5,297
189,1,18,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,5,7,5,4,5,7,6,6,4,7,6,5,9,6,7,6,6,6,6,7,7,5,7,6,7,6,7,7,6,8,6,443
246,1,23,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,3,6,8,5,6,7,9,7,7,9,7,10,5,7,9,8,5,8,6,5,4,7,8,8,7,4,6,7,7,7,7,252
153,1,24,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,4,4,4,3,4,3,4,2,4,6,1,4,2,3,5,5,4,5,2,5,3,4,5,6,2,3,4,4,4,5,7,476
243,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,8,5,8,7,7,7,7,6,4,7,9,6,8,7,8,6,7,6,6,5,8,7,6,8,6,6,6,6,7,5,8,6,477
49,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,3,2,4,5,7,3,5,4,5,5,5,3,3,6,5,4,6,6,4,8,4,7,6,6,7,6,4,5,5,8,306
168,1,21,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,7,7,6,9,8,10,9,5,8,8,7,10,8,3,7,9,7,6,5,8,6,9,6,8,5,8,10,4,3,6,7,7,349
100,1,18,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,4,7,9,9,9,5,7,10,8,9,5,8,4,9,6,8,5,4,6,2,0,5,4,9,5,5,4,2,5,7,7,342
18,1,19,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,5,4,6,6,8,6,5,7,5,8,5,5,8,4,8,7,6,6,6,5,7,4,7,5,5,6,7,7,4,8,4,7,327
233,1,19,1,1,1,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,1,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,4,6,8,5,6,6,6,4,7,4,9,6,6,5,6,5,8,7,6,6,2,6,5,6,4,6,7,4,6,7,5,382
36,1,24,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,13,3,4,4,5,5,3,3,3,5,5,4,7,0,5,2,4,3,6,3,3,3,4,4,5,4,2,2,2,3,4,4,359
150,1,25,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,6,9,9,10,10,10,10,10,8,10,10,10,9,10,10,8,9,7,7,10,9,10,10,9,10,10,9,8,9,9,7,299
148,1,18,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,3,5,7,8,8,7,9,4,7,7,8,9,3,6,9,7,8,7,6,5,6,7,6,6,8,7,8,3,7,9,6,343
78,1,25,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,8,6,7,6,8,6,5,9,8,9,7,6,7,7,4,9,5,7,8,7,8,7,7,8,8,6,3,6,6,7,454
221,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,10,4,9,6,5,8,6,9,7,8,7,8,5,4,6,9,8,9,10,7,8,8,9,8,9,9,9,8,4,8,9,8,455
194,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,12,3,6,6,6,8,9,8,7,8,7,8,7,7,7,8,8,7,9,6,8,9,6,7,8,5,6,7,6,5,10,8,462
13,1,21,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,7,6,3,4,6,5,6,5,6,5,6,8,5,6,4,4,8,6,6,6,8,7,7,8,6,5,5,4,5,7,5,427
193,1,25,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,12,4,9,10,5,8,7,7,7,8,9,7,9,3,10,9,7,8,9,8,6,8,7,6,8,8,7,7,4,6,9,7,497
227,1,18,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,11,3,5,5,9,6,7,5,4,6,4,8,5,7,7,7,7,7,6,10,4,4,5,7,9,8,9,5,5,6,6,7,NA
144,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,9,6,6,7,5,6,5,8,9,7,8,7,7,4,8,9,7,5,5,3,8,6,6,6,7,7,8,7,2,6,8,5,383
27,1,24,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,5,7,6,9,9,9,8,9,6,9,7,8,9,7,9,7,7,8,8,8,8,7,6,5,8,7,8,6,7,9,8,289
56,1,18,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,6,4,4,4,6,4,5,7,5,5,4,5,1,4,6,6,3,6,4,4,6,5,5,6,7,4,4,0,5,6,6,438
132,1,18,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,11,5,8,7,9,10,7,9,10,8,7,6,10,5,7,8,10,8,7,9,9,10,9,8,9,7,8,10,7,8,9,8,490
145,1,20,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,11,1,10,9,8,8,7,9,10,9,8,8,8,6,8,10,9,9,8,6,8,6,5,8,7,7,6,5,6,5,8,6,487
66,1,23,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,2,7,7,9,9,7,8,9,8,6,8,7,6,9,7,10,9,7,5,8,5,8,9,7,6,6,9,7,6,9,9,425
225,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,5,9,9,5,7,7,6,3,8,8,10,5,10,7,9,6,8,8,7,7,6,7,6,7,8,8,6,8,8,8,8,446
35,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,10,3,8,7,2,7,6,6,5,6,7,8,7,4,7,9,4,7,6,4,7,7,6,7,8,7,6,6,2,5,7,5,384
103,1,26,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,6,8,9,4,6,6,7,5,9,7,9,4,3,8,9,3,9,8,8,7,8,6,7,5,8,8,7,0,7,9,5,307
64,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,13,4,8,7,8,9,9,9,6,6,7,9,7,7,9,7,9,8,6,8,8,9,7,4,6,6,8,8,8,6,9,7,374
235,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,11,7,3,7,4,5,4,6,6,5,6,5,5,6,3,4,6,5,6,5,5,7,5,8,6,5,5,6,7,5,5,5,337
138,1,22,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,2,4,5,6,4,6,5,4,7,6,3,6,1,6,3,6,5,8,4,6,5,4,7,5,5,4,6,0,6,7,7,411
67,1,23,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,10,4,5,5,6,5,4,4,5,7,4,3,4,1,4,3,6,6,7,6,8,4,6,6,6,6,5,7,3,7,4,7,441
178,1,26,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,13,4,2,2,7,5,5,5,2,4,3,4,5,6,1,4,1,4,5,8,6,9,7,5,6,7,6,6,3,7,4,4,330
46,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,13,4,1,3,5,3,3,1,3,5,1,2,3,3,3,4,3,3,3,3,3,3,2,4,5,2,1,3,4,3,2,5,NA
24,1,19,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,4,3,3,6,6,7,4,3,2,3,5,3,6,6,3,4,3,5,6,1,5,3,4,6,5,6,5,4,5,3,5,433
98,1,19,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,12,4,8,10,8,10,10,10,10,10,9,8,10,8,10,10,9,9,10,7,10,10,10,9,10,10,6,10,7,10,10,10,464
197,1,24,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,5,4,7,6,7,4,6,3,6,7,7,6,4,5,6,6,4,3,3,3,5,5,3,6,3,5,5,6,6,5,4,NA
175,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,7,6,5,6,6,7,7,3,5,5,4,5,7,10,6,5,5,6,7,7,7,5,6,8,6,6,7,5,6,7,4,7,393
169,1,18,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,6,7,9,6,8,7,7,9,9,9,7,8,7,3,10,8,5,9,8,8,8,6,6,7,8,9,9,5,6,7,7,460
40,1,22,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,9,6,8,6,7,9,9,8,5,6,9,9,7,10,7,8,7,7,6,6,7,8,7,8,8,7,8,7,10,7,9,6,265
